year,from,to,pop
2022,臺南市,臺東縣,4332
2022,臺南市,花蓮縣,3775
2022,臺南市,苗栗縣,4774
2022,臺南市,連江縣,351
2022,臺南市,金門縣,4786
2022,臺南市,雲林縣,10623
2022,臺南市,高雄市,217057
2022,臺東縣,南投縣,1591
2022,臺東縣,嘉義市,613
2022,臺東縣,嘉義縣,1173
2022,臺東縣,基隆市,2899
2022,臺東縣,宜蘭縣,1957
2022,臺東縣,屏東縣,4378
2022,臺東縣,彰化縣,3519
2022,臺東縣,新北市,32446
2022,臺東縣,新竹市,1931
2022,臺東縣,新竹縣,2422
2022,臺東縣,桃園市,25475
2022,臺東縣,澎湖縣,325
2022,臺東縣,臺中市,16061
2022,臺東縣,臺北市,12602
2022,臺東縣,臺南市,6972
2022,臺東縣,臺東縣,148613
2022,臺東縣,花蓮縣,9739
2022,臺東縣,苗栗縣,1660
2022,臺東縣,連江縣,122
2022,臺東縣,金門縣,720
2022,臺東縣,雲林縣,1588
2022,臺東縣,高雄市,17749
2022,花蓮縣,南投縣,1650
2022,花蓮縣,嘉義市,636
2022,花蓮縣,嘉義縣,1077
2022,花蓮縣,基隆市,3747
2022,花蓮縣,宜蘭縣,4835
2022,花蓮縣,屏東縣,2523
2022,花蓮縣,彰化縣,2479
2022,花蓮縣,新北市,45719
2022,花蓮縣,新竹市,3067
2022,花蓮縣,新竹縣,4117
2022,花蓮縣,桃園市,32959
2022,花蓮縣,澎湖縣,337
2022,花蓮縣,臺中市,14289
2022,花蓮縣,臺北市,23698
2022,花蓮縣,臺南市,4831
2022,花蓮縣,臺東縣,6564
2022,花蓮縣,花蓮縣,228362
2022,花蓮縣,苗栗縣,2327
2022,花蓮縣,連江縣,216
2022,花蓮縣,金門縣,1045
2022,花蓮縣,雲林縣,1501
2022,花蓮縣,高雄市,9952
2022,苗栗縣,南投縣,2875
2022,苗栗縣,嘉義市,852
2022,苗栗縣,嘉義縣,1544
2022,苗栗縣,基隆市,4373
2022,苗栗縣,宜蘭縣,1693
2022,苗栗縣,屏東縣,2397
2022,苗栗縣,彰化縣,5314
2022,苗栗縣,新北市,71894
2022,苗栗縣,新竹市,18331
2022,苗栗縣,新竹縣,19202
2022,苗栗縣,桃園市,58580
2022,苗栗縣,澎湖縣,421
2022,苗栗縣,臺中市,48441
2022,苗栗縣,臺北市,39622
2022,苗栗縣,臺南市,5199
2022,苗栗縣,臺東縣,1505
2022,苗栗縣,花蓮縣,2470
2022,苗栗縣,苗栗縣,365183
2022,苗栗縣,連江縣,155
2022,苗栗縣,金門縣,1203
2022,苗栗縣,雲林縣,2221
2022,苗栗縣,高雄市,9966
2022,連江縣,南投縣,46
2022,連江縣,嘉義市,24
2022,連江縣,嘉義縣,41
2022,連江縣,基隆市,280
2022,連江縣,宜蘭縣,57
2022,連江縣,屏東縣,71
2022,連江縣,彰化縣,67
2022,連江縣,新北市,3146
2022,連江縣,新竹市,108
2022,連江縣,新竹縣,131
2022,連江縣,桃園市,5277
2022,連江縣,澎湖縣,11
2022,連江縣,臺中市,400
2022,連江縣,臺北市,1494
2022,連江縣,臺南市,144
2022,連江縣,臺東縣,32
2022,連江縣,花蓮縣,53
2022,連江縣,苗栗縣,80
2022,連江縣,連江縣,4926
2022,連江縣,金門縣,57
2022,連江縣,雲林縣,53
2022,連江縣,高雄市,343
2022,金門縣,南投縣,75
2022,金門縣,嘉義市,48
2022,金門縣,嘉義縣,62
2022,金門縣,基隆市,167
2022,金門縣,宜蘭縣,83
2022,金門縣,屏東縣,116
2022,金門縣,彰化縣,136
2022,金門縣,新北市,3814
2022,金門縣,新竹市,256
2022,金門縣,新竹縣,219
2022,金門縣,桃園市,2222
2022,金門縣,澎湖縣,27
2022,金門縣,臺中市,875
2022,金門縣,臺北市,2012
2022,金門縣,臺南市,395
2022,金門縣,臺東縣,35
2022,金門縣,花蓮縣,99
2022,金門縣,苗栗縣,88
2022,金門縣,連江縣,16
2022,金門縣,金門縣,72213
2022,金門縣,雲林縣,80
2022,金門縣,高雄市,870
2022,雲林縣,南投縣,9647
2022,雲林縣,嘉義市,11968
2022,雲林縣,嘉義縣,20101
2022,雲林縣,基隆市,5059
2022,雲林縣,宜蘭縣,3101
2022,雲林縣,屏東縣,4407
2022,雲林縣,彰化縣,18457
2022,雲林縣,新北市,166435
2022,雲林縣,新竹市,6220
2022,雲林縣,新竹縣,6236
2022,雲林縣,桃園市,50963
2022,雲林縣,澎湖縣,824
2022,雲林縣,臺中市,69833
2022,雲林縣,臺北市,58858
2022,雲林縣,臺南市,20355
2022,雲林縣,臺東縣,2829
2022,雲林縣,花蓮縣,3424
2022,雲林縣,苗栗縣,4123
2022,雲林縣,連江縣,177
2022,雲林縣,金門縣,1712
2022,雲林縣,雲林縣,483296
2022,雲林縣,高雄市,38808
2022,高雄市,南投縣,6205
2022,高雄市,嘉義市,6822
2022,高雄市,嘉義縣,11991
2022,高雄市,基隆市,5706
2022,高雄市,宜蘭縣,4125
2022,高雄市,屏東縣,78944
2022,高雄市,彰化縣,12945
2022,高雄市,新北市,93221
2022,高雄市,新竹市,11968
2022,高雄市,新竹縣,13038
2022,高雄市,桃園市,53735
2022,高雄市,澎湖縣,11323
2022,高雄市,臺中市,61116
2022,高雄市,臺北市,71811
2022,高雄市,臺南市,116497
2022,高雄市,臺東縣,7599
2022,高雄市,花蓮縣,6194
2022,高雄市,苗栗縣,5943
2022,高雄市,連江縣,584
2022,高雄市,金門縣,7798
2022,高雄市,雲林縣,11726
2022,高雄市,高雄市,1901668
2023,南投縣,南投縣,328946
2023,南投縣,嘉義市,1708
2023,南投縣,嘉義縣,2643
2023,南投縣,基隆市,2282
2023,南投縣,宜蘭縣,1542
2023,南投縣,屏東縣,2493
2023,南投縣,彰化縣,23419
2023,南投縣,新北市,47198
2023,南投縣,新竹市,3785
2023,南投縣,新竹縣,4314
2023,南投縣,桃園市,23518
2023,南投縣,澎湖縣,710
2023,南投縣,臺中市,111595
2023,南投縣,臺北市,26066
2023,南投縣,臺南市,7720
2023,南投縣,臺東縣,1603
2023,南投縣,花蓮縣,2376
2023,南投縣,苗栗縣,3530
2023,南投縣,連江縣,188
2023,南投縣,金門縣,1339
2023,南投縣,雲林縣,7150
2023,南投縣,高雄市,13053
2023,嘉義市,南投縣,1715
2023,嘉義市,嘉義市,164083
2023,嘉義市,嘉義縣,138306
2023,嘉義市,基隆市,1108
2023,嘉義市,宜蘭縣,774
2023,嘉義市,屏東縣,1982
2023,嘉義市,彰化縣,4058
2023,嘉義市,新北市,29380
2023,嘉義市,新竹市,3672
2023,嘉義市,新竹縣,3606
2023,嘉義市,桃園市,14699
2023,嘉義市,澎湖縣,795
2023,嘉義市,臺中市,23518
2023,嘉義市,臺北市,21488
2023,嘉義市,臺南市,29100
2023,嘉義市,臺東縣,540
2023,嘉義市,花蓮縣,806
2023,嘉義市,苗栗縣,1543
2023,嘉義市,連江縣,98
2023,嘉義市,金門縣,1205
2023,嘉義市,雲林縣,22089
2023,嘉義市,高雄市,17886
2023,嘉義縣,南投縣,4218
2023,嘉義縣,嘉義市,34233
2023,嘉義縣,嘉義縣,229957
2023,嘉義縣,基隆市,3006
2023,嘉義縣,宜蘭縣,1891
2023,嘉義縣,屏東縣,5014
2023,嘉義縣,彰化縣,9014
2023,嘉義縣,新北市,98072
2023,嘉義縣,新竹市,4114
2023,嘉義縣,新竹縣,3782
2023,嘉義縣,桃園市,34258
2023,嘉義縣,澎湖縣,552
2023,嘉義縣,臺中市,36473
2023,嘉義縣,臺北市,37668
2023,嘉義縣,臺南市,30616
2023,嘉義縣,臺東縣,2032
2023,嘉義縣,花蓮縣,2156
2023,嘉義縣,苗栗縣,2666
2023,嘉義縣,連江縣,81
2023,嘉義縣,金門縣,1198
2023,嘉義縣,雲林縣,26039
2023,嘉義縣,高雄市,60952
2023,基隆市,南投縣,1081
2023,基隆市,嘉義市,624
2023,基隆市,嘉義縣,863
2023,基隆市,基隆市,208085
2023,基隆市,宜蘭縣,3995
2023,基隆市,屏東縣,1419
2023,基隆市,彰化縣,2058
2023,基隆市,新北市,86726
2023,基隆市,新竹市,3109
2023,基隆市,新竹縣,3396
2023,基隆市,桃園市,23818
2023,基隆市,澎湖縣,447
2023,基隆市,臺中市,11780
2023,基隆市,臺北市,46384
2023,基隆市,臺南市,3644
2023,基隆市,臺東縣,952
2023,基隆市,花蓮縣,2036
2023,基隆市,苗栗縣,1803
2023,基隆市,連江縣,363
2023,基隆市,金門縣,1225
2023,基隆市,雲林縣,1466
2023,基隆市,高雄市,9920
2023,宜蘭縣,南投縣,1334
2023,宜蘭縣,嘉義市,628
2023,宜蘭縣,嘉義縣,914
2023,宜蘭縣,基隆市,8999
2023,宜蘭縣,宜蘭縣,354979
2023,宜蘭縣,屏東縣,1386
2023,宜蘭縣,彰化縣,2265
2023,宜蘭縣,新北市,77381
2023,宜蘭縣,新竹市,3751
2023,宜蘭縣,新竹縣,4239
2023,宜蘭縣,桃園市,28470
2023,宜蘭縣,澎湖縣,387
2023,宜蘭縣,臺中市,12617
2023,宜蘭縣,臺北市,43748
2023,宜蘭縣,臺南市,3915
2023,宜蘭縣,臺東縣,1045
2023,宜蘭縣,花蓮縣,6088
2023,宜蘭縣,苗栗縣,1725
2023,宜蘭縣,連江縣,164
2023,宜蘭縣,金門縣,984
2023,宜蘭縣,雲林縣,1518
2023,宜蘭縣,高雄市,7117
2023,屏東縣,南投縣,3244
2023,屏東縣,嘉義市,2407
2023,屏東縣,嘉義縣,3722
2023,屏東縣,基隆市,3082
2023,屏東縣,宜蘭縣,2735
2023,屏東縣,屏東縣,614190
2023,屏東縣,彰化縣,7034
2023,屏東縣,新北市,56116
2023,屏東縣,新竹市,5447
2023,屏東縣,新竹縣,5910
2023,屏東縣,桃園市,35486
2023,屏東縣,澎湖縣,1854
2023,屏東縣,臺中市,35966
2023,屏東縣,臺北市,33547
2023,屏東縣,臺南市,33760
2023,屏東縣,臺東縣,4661
2023,屏東縣,花蓮縣,3502
2023,屏東縣,苗栗縣,3273
2023,屏東縣,連江縣,306
2023,屏東縣,金門縣,3053
2023,屏東縣,雲林縣,4487
2023,屏東縣,高雄市,161177
2023,彰化縣,南投縣,29206
2023,彰化縣,嘉義市,4134
2023,彰化縣,嘉義縣,5999
2023,彰化縣,基隆市,5985
2023,彰化縣,宜蘭縣,3351
2023,彰化縣,屏東縣,5732
2023,彰化縣,彰化縣,1015576
2023,彰化縣,新北市,141885
2023,彰化縣,新竹市,10233
2023,彰化縣,新竹縣,10777
2023,彰化縣,桃園市,50469
2023,彰化縣,澎湖縣,1368
2023,彰化縣,臺中市,201974
2023,彰化縣,臺北市,77402
2023,彰化縣,臺南市,19885
2023,彰化縣,臺東縣,4202
2023,彰化縣,花蓮縣,3977
2023,彰化縣,苗栗縣,7462
2023,彰化縣,連江縣,320
2023,彰化縣,金門縣,2909
2023,彰化縣,雲林縣,20949
2023,彰化縣,高雄市,33531
2023,新北市,南投縣,6460
2023,新北市,嘉義市,4142
2023,新北市,嘉義縣,9848
2023,新北市,基隆市,38859
2023,新北市,宜蘭縣,17638
2023,新北市,屏東縣,7882
2023,新北市,彰化縣,15648
2023,新北市,新北市,1467918
2023,新北市,新竹市,11945
2023,新北市,新竹縣,16582
2023,新北市,桃園市,176935
2023,新北市,澎湖縣,2123
2023,新北市,臺中市,49725
2023,新北市,臺北市,229883
2023,新北市,臺南市,21050
2023,新北市,臺東縣,5919
2023,新北市,花蓮縣,10438
2023,新北市,苗栗縣,10957
2023,新北市,連江縣,1299
2023,新北市,金門縣,10242
2023,新北市,雲林縣,17406
2023,新北市,高雄市,28794
2023,新竹市,南投縣,957
2023,新竹市,嘉義市,628
2023,新竹市,嘉義縣,810
2023,新竹市,基隆市,1080
2023,新竹市,宜蘭縣,1068
2023,新竹市,屏東縣,1200
2023,新竹市,彰化縣,2129
2023,新竹市,新北市,19672
2023,新竹市,新竹市,256161
2023,新竹市,新竹縣,134609
2023,新竹市,桃園市,22222
2023,新竹市,澎湖縣,345
2023,新竹市,臺中市,12186
2023,新竹市,臺北市,20476
2023,新竹市,臺南市,4411
2023,新竹市,臺東縣,484
2023,新竹市,花蓮縣,958
2023,新竹市,苗栗縣,28414
2023,新竹市,連江縣,109
2023,新竹市,金門縣,1017
2023,新竹市,雲林縣,1256
2023,新竹市,高雄市,5323
2023,新竹縣,南投縣,1312
2023,新竹縣,嘉義市,467
2023,新竹縣,嘉義縣,838
2023,新竹縣,基隆市,1995
2023,新竹縣,宜蘭縣,1201
2023,新竹縣,屏東縣,1663
2023,新竹縣,彰化縣,2065
2023,新竹縣,新北市,37219
2023,新竹縣,新竹市,34767
2023,新竹縣,新竹縣,247321
2023,新竹縣,桃園市,65658
2023,新竹縣,澎湖縣,276
2023,新竹縣,臺中市,10885
2023,新竹縣,臺北市,25097
2023,新竹縣,臺南市,3328
2023,新竹縣,臺東縣,908
2023,新竹縣,花蓮縣,1781
2023,新竹縣,苗栗縣,11899
2023,新竹縣,連江縣,106
2023,新竹縣,金門縣,831
2023,新竹縣,雲林縣,1116
2023,新竹縣,高雄市,5668
2023,桃園市,南投縣,3845
2023,桃園市,嘉義市,2063
2023,桃園市,嘉義縣,4031
2023,桃園市,基隆市,5379
2023,桃園市,宜蘭縣,6060
2023,桃園市,屏東縣,5745
2023,桃園市,彰化縣,7055
2023,桃園市,新北市,158255
2023,桃園市,新竹市,14114
2023,桃園市,新竹縣,38529
2023,桃園市,桃園市,1222726
2023,桃園市,澎湖縣,1649
2023,桃園市,臺中市,28846
2023,桃園市,臺北市,61170
2023,桃園市,臺南市,11570
2023,桃園市,臺東縣,4312
2023,桃園市,花蓮縣,6697
2023,桃園市,苗栗縣,11433
2023,桃園市,連江縣,1554
2023,桃園市,金門縣,7276
2023,桃園市,雲林縣,6265
2023,桃園市,高雄市,17131
2023,澎湖縣,南投縣,387
2023,澎湖縣,嘉義市,371
2023,澎湖縣,嘉義縣,520
2023,澎湖縣,基隆市,579
2023,澎湖縣,宜蘭縣,679
2023,澎湖縣,屏東縣,1470
2023,澎湖縣,彰化縣,920
2023,澎湖縣,新北市,7899
2023,澎湖縣,新竹市,735
2023,澎湖縣,新竹縣,585
2023,澎湖縣,桃園市,4660
2023,澎湖縣,澎湖縣,72173
2023,澎湖縣,臺中市,5347
2023,澎湖縣,臺北市,5327
2023,澎湖縣,臺南市,5998
2023,澎湖縣,臺東縣,218
2023,澎湖縣,花蓮縣,334
2023,澎湖縣,苗栗縣,349
2023,澎湖縣,連江縣,23
2023,澎湖縣,金門縣,272
2023,澎湖縣,雲林縣,461
2023,澎湖縣,高雄市,30925
2023,臺中市,南投縣,50636
2023,臺中市,嘉義市,5038
2023,臺中市,嘉義縣,8378
2023,臺中市,基隆市,6260
2023,臺中市,宜蘭縣,4371
2023,臺中市,屏東縣,9916
2023,臺中市,彰化縣,56157
2023,臺中市,新北市,93277
2023,臺中市,新竹市,14515
2023,臺中市,新竹縣,16405
2023,臺中市,桃園市,53379
2023,臺中市,澎湖縣,3130
2023,臺中市,臺中市,1891857
2023,臺中市,臺北市,72875
2023,臺中市,臺南市,25300
2023,臺中市,臺東縣,5166
2023,臺中市,花蓮縣,5823
2023,臺中市,苗栗縣,44212
2023,臺中市,連江縣,617
2023,臺中市,金門縣,6267
2023,臺中市,雲林縣,19650
2023,臺中市,高雄市,36965
2023,臺北市,南投縣,7652
2023,臺北市,嘉義市,5697
2023,臺北市,嘉義縣,7475
2023,臺北市,基隆市,37615
2023,臺北市,宜蘭縣,22101
2023,臺北市,屏東縣,8524
2023,臺北市,彰化縣,15298
2023,臺北市,新北市,1046809
2023,臺北市,新竹市,25173
2023,臺北市,新竹縣,27264
2023,臺北市,桃園市,194872
2023,臺北市,澎湖縣,2855
2023,臺北市,臺中市,79152
2023,臺北市,臺北市,1396834
2023,臺北市,臺南市,29649
2023,臺北市,臺東縣,5042
2023,臺北市,花蓮縣,11017
2023,臺北市,苗栗縣,12826
2023,臺北市,連江縣,1535
2023,臺北市,金門縣,11806
2023,臺北市,雲林縣,12528
2023,臺北市,高雄市,46581
2023,臺南市,南投縣,5200
2023,臺南市,嘉義市,11065
2023,臺南市,嘉義縣,24777
2023,臺南市,基隆市,4025
2023,臺南市,宜蘭縣,3249
2023,臺南市,屏東縣,16481
2023,臺南市,彰化縣,12745
2023,臺南市,新北市,99341
2023,臺南市,新竹市,10158
2023,臺南市,新竹縣,10056
2023,臺南市,桃園市,47947
2023,臺南市,澎湖縣,3775
2023,臺南市,臺中市,58345
2023,臺南市,臺北市,71760
2023,臺南市,臺南市,1440215
2023,臺南市,臺東縣,4345
2023,臺南市,花蓮縣,3753
2023,臺南市,苗栗縣,4849
2023,臺南市,連江縣,368
2023,臺南市,金門縣,4941
2023,臺南市,雲林縣,10697
2023,臺南市,高雄市,216488
2023,臺東縣,南投縣,1575
2023,臺東縣,嘉義市,622
2023,臺東縣,嘉義縣,1183
2023,臺東縣,基隆市,2888
2023,臺東縣,宜蘭縣,1955
2023,臺東縣,屏東縣,4409
2023,臺東縣,彰化縣,3506
2023,臺東縣,新北市,32406
2023,臺東縣,新竹市,1927
2023,臺東縣,新竹縣,2461
2023,臺東縣,桃園市,25650
2023,臺東縣,澎湖縣,326
2023,臺東縣,臺中市,16183
2023,臺東縣,臺北市,12586
2023,臺東縣,臺南市,7040
2023,臺東縣,臺東縣,147559
2023,臺東縣,花蓮縣,9687
2023,臺東縣,苗栗縣,1666
2023,臺東縣,連江縣,132
2023,臺東縣,金門縣,740
2023,臺東縣,雲林縣,1588
2023,臺東縣,高雄市,17791
2023,花蓮縣,南投縣,1629
2023,花蓮縣,嘉義市,654
2023,花蓮縣,嘉義縣,1079
2023,花蓮縣,基隆市,3750
2023,花蓮縣,宜蘭縣,4865
2023,花蓮縣,屏東縣,2554
2023,花蓮縣,彰化縣,2476
2023,花蓮縣,新北市,45834
2023,花蓮縣,新竹市,3089
2023,花蓮縣,新竹縣,4182
2023,花蓮縣,桃園市,33415
2023,花蓮縣,澎湖縣,346
2023,花蓮縣,臺中市,14512
2023,花蓮縣,臺北市,23820
2023,花蓮縣,臺南市,4930
2023,花蓮縣,臺東縣,6525
2023,花蓮縣,花蓮縣,226933
2023,花蓮縣,苗栗縣,2333
2023,花蓮縣,連江縣,217
2023,花蓮縣,金門縣,1055
2023,花蓮縣,雲林縣,1497
2023,花蓮縣,高雄市,10013
2023,苗栗縣,南投縣,2865
2023,苗栗縣,嘉義市,852
2023,苗栗縣,嘉義縣,1542
2023,苗栗縣,基隆市,4301
2023,苗栗縣,宜蘭縣,1715
2023,苗栗縣,屏東縣,2399
2023,苗栗縣,彰化縣,5275
2023,苗栗縣,新北市,71664
2023,苗栗縣,新竹市,18287
2023,苗栗縣,新竹縣,19381
2023,苗栗縣,桃園市,58994
2023,苗栗縣,澎湖縣,430
2023,苗栗縣,臺中市,48866
2023,苗栗縣,臺北市,39533
2023,苗栗縣,臺南市,5248
2023,苗栗縣,臺東縣,1475
2023,苗栗縣,花蓮縣,2430
2023,苗栗縣,苗栗縣,361004
2023,苗栗縣,連江縣,153
2023,苗栗縣,金門縣,1268
2023,苗栗縣,雲林縣,2218
2023,苗栗縣,高雄市,10033
2023,連江縣,南投縣,46
2023,連江縣,嘉義市,24
2023,連江縣,嘉義縣,40
2023,連江縣,基隆市,273
2023,連江縣,宜蘭縣,52
2023,連江縣,屏東縣,71
2023,連江縣,彰化縣,66
2023,連江縣,新北市,3183
2023,連江縣,新竹市,109
2023,連江縣,新竹縣,132
2023,連江縣,桃園市,5295
2023,連江縣,澎湖縣,10
2023,連江縣,臺中市,411
2023,連江縣,臺北市,1505
2023,連江縣,臺南市,139
2023,連江縣,臺東縣,32
2023,連江縣,花蓮縣,55
2023,連江縣,苗栗縣,81
2023,連江縣,連江縣,4893
2023,連江縣,金門縣,57
2023,連江縣,雲林縣,55
2023,連江縣,高雄市,349
2023,金門縣,南投縣,74
2023,金門縣,嘉義市,45
2023,金門縣,嘉義縣,59
2023,金門縣,基隆市,160
2023,金門縣,宜蘭縣,81
2023,金門縣,屏東縣,112
2023,金門縣,彰化縣,138
2023,金門縣,新北市,3723
2023,金門縣,新竹市,242
2023,金門縣,新竹縣,215
2023,金門縣,桃園市,2154
2023,金門縣,澎湖縣,32
2023,金門縣,臺中市,828
2023,金門縣,臺北市,1964
2023,金門縣,臺南市,382
2023,金門縣,臺東縣,32
2023,金門縣,花蓮縣,97
2023,金門縣,苗栗縣,89
2023,金門縣,連江縣,15
2023,金門縣,金門縣,72362
2023,金門縣,雲林縣,77
2023,金門縣,高雄市,870
2023,雲林縣,南投縣,9600
2023,雲林縣,嘉義市,11949
2023,雲林縣,嘉義縣,19994
2023,雲林縣,基隆市,5022
2023,雲林縣,宜蘭縣,3127
2023,雲林縣,屏東縣,4381
2023,雲林縣,彰化縣,18374
2023,雲林縣,新北市,165627
2023,雲林縣,新竹市,6302
2023,雲林縣,新竹縣,6415
2023,雲林縣,桃園市,51427
2023,雲林縣,澎湖縣,841
2023,雲林縣,臺中市,70537
2023,雲林縣,臺北市,58544
2023,雲林縣,臺南市,20584
2023,雲林縣,臺東縣,2752
2023,雲林縣,花蓮縣,3373
2023,雲林縣,苗栗縣,4181
2023,雲林縣,連江縣,172
2023,雲林縣,金門縣,1771
2023,雲林縣,雲林縣,476686
2023,雲林縣,高雄市,38580
2023,高雄市,南投縣,6188
2023,高雄市,嘉義市,6930
2023,高雄市,嘉義縣,12014
2023,高雄市,基隆市,5780
2023,高雄市,宜蘭縣,4234
2023,高雄市,屏東縣,80524
2023,高雄市,彰化縣,12961
2023,高雄市,新北市,95029
2023,高雄市,新竹市,12192
2023,高雄市,新竹縣,13542
2023,高雄市,桃園市,55006
2023,高雄市,澎湖縣,11505
2023,高雄市,臺中市,62715
2023,高雄市,臺北市,73149
2023,高雄市,臺南市,117874
2023,高雄市,臺東縣,7632
2023,高雄市,花蓮縣,6270
2023,高雄市,苗栗縣,6109
2023,高雄市,連江縣,575
2023,高雄市,金門縣,8044
2023,高雄市,雲林縣,11728
2023,高雄市,高雄市,1905517
2024,南投縣,南投縣,323491
2024,南投縣,嘉義市,1727
2024,南投縣,嘉義縣,2656
2024,南投縣,基隆市,2255
2024,南投縣,宜蘭縣,1582
2024,南投縣,屏東縣,2537
2024,南投縣,彰化縣,23199
2024,南投縣,新北市,46761
2024,南投縣,新竹市,3791
2024,南投縣,新竹縣,4400
2024,南投縣,桃園市,23765
2024,南投縣,澎湖縣,717
2024,南投縣,臺中市,112087
2024,南投縣,臺北市,25588
2024,南投縣,臺南市,7887
2024,南投縣,臺東縣,1578
2024,南投縣,花蓮縣,2351
2024,南投縣,苗栗縣,3563
2024,南投縣,連江縣,195
2024,南投縣,金門縣,1364
2024,南投縣,雲林縣,7297
2024,南投縣,高雄市,13068
2024,嘉義市,南投縣,1745
2024,嘉義市,嘉義市,163019
2024,嘉義市,嘉義縣,137677
2024,嘉義市,基隆市,1123
2024,嘉義市,宜蘭縣,799
2024,嘉義市,屏東縣,2043
2024,嘉義市,彰化縣,4092
2024,嘉義市,新北市,29543
2024,嘉義市,新竹市,3711
2024,嘉義市,新竹縣,3764
2024,嘉義市,桃園市,15134
2024,嘉義市,澎湖縣,807
2024,嘉義市,臺中市,24146
2024,嘉義市,臺北市,21329
2024,嘉義市,臺南市,29516
2024,嘉義市,臺東縣,555
2024,嘉義市,花蓮縣,807
2024,嘉義市,苗栗縣,1608
2024,嘉義市,連江縣,107
2024,嘉義市,金門縣,1211
2024,嘉義市,雲林縣,22738
2024,嘉義市,高雄市,18158
2024,嘉義縣,南投縣,4196
2024,嘉義縣,嘉義市,33807
2024,嘉義縣,嘉義縣,224720
2024,嘉義縣,基隆市,2968
2024,嘉義縣,宜蘭縣,1897
2024,嘉義縣,屏東縣,4941
2024,嘉義縣,彰化縣,8924
2024,嘉義縣,新北市,96807
2024,嘉義縣,新竹市,4072
2024,嘉義縣,新竹縣,3815
2024,嘉義縣,桃園市,34341
2024,嘉義縣,澎湖縣,575
2024,嘉義縣,臺中市,36429
2024,嘉義縣,臺北市,36817
2024,嘉義縣,臺南市,30469
2024,嘉義縣,臺東縣,1992
2024,嘉義縣,花蓮縣,2132
2024,嘉義縣,苗栗縣,2675
2024,嘉義縣,連江縣,82
2024,嘉義縣,金門縣,1168
2024,嘉義縣,雲林縣,26730
2024,嘉義縣,高雄市,59954
2024,基隆市,南投縣,1080
2024,基隆市,嘉義市,626
2024,基隆市,嘉義縣,868
2024,基隆市,基隆市,206628
2024,基隆市,宜蘭縣,4068
2024,基隆市,屏東縣,1437
2024,基隆市,彰化縣,2049
2024,基隆市,新北市,86542
2024,基隆市,新竹市,3138
2024,基隆市,新竹縣,3493
2024,基隆市,桃園市,24266
2024,基隆市,澎湖縣,455
2024,基隆市,臺中市,11950
2024,基隆市,臺北市,45964
2024,基隆市,臺南市,3719
2024,基隆市,臺東縣,952
2024,基隆市,花蓮縣,2045
2024,基隆市,苗栗縣,1849
2024,基隆市,連江縣,363
2024,基隆市,金門縣,1203
2024,基隆市,雲林縣,1484
2024,基隆市,高雄市,9971
2024,宜蘭縣,南投縣,1327
2024,宜蘭縣,嘉義市,630
2024,宜蘭縣,嘉義縣,917
2024,宜蘭縣,基隆市,8874
2024,宜蘭縣,宜蘭縣,351741
2024,宜蘭縣,屏東縣,1382
2024,宜蘭縣,彰化縣,2262
2024,宜蘭縣,新北市,77074
2024,宜蘭縣,新竹市,3811
2024,宜蘭縣,新竹縣,4369
2024,宜蘭縣,桃園市,28912
2024,宜蘭縣,澎湖縣,407
2024,宜蘭縣,臺中市,12830
2024,宜蘭縣,臺北市,43090
2024,宜蘭縣,臺南市,4001
2024,宜蘭縣,臺東縣,1056
2024,宜蘭縣,花蓮縣,5993
2024,宜蘭縣,苗栗縣,1760
2024,宜蘭縣,連江縣,160
2024,宜蘭縣,金門縣,983
2024,宜蘭縣,雲林縣,1527
2024,宜蘭縣,高雄市,7170
2024,屏東縣,南投縣,3220
2024,屏東縣,嘉義市,2380
2024,屏東縣,嘉義縣,3754
2024,屏東縣,基隆市,3077
2024,屏東縣,宜蘭縣,2739
2024,屏東縣,屏東縣,606156
2024,屏東縣,彰化縣,6986
2024,屏東縣,新北市,56053
2024,屏東縣,新竹市,5416
2024,屏東縣,新竹縣,6018
2024,屏東縣,桃園市,35759
2024,屏東縣,澎湖縣,1871
2024,屏東縣,臺中市,36247
2024,屏東縣,臺北市,33024
2024,屏東縣,臺南市,34059
2024,屏東縣,臺東縣,4609
2024,屏東縣,花蓮縣,3504
2024,屏東縣,苗栗縣,3303
2024,屏東縣,連江縣,290
2024,屏東縣,金門縣,3022
2024,屏東縣,雲林縣,4537
2024,屏東縣,高雄市,161117
2024,彰化縣,南投縣,29127
2024,彰化縣,嘉義市,4150
2024,彰化縣,嘉義縣,6071
2024,彰化縣,基隆市,5932
2024,彰化縣,宜蘭縣,3414
2024,彰化縣,屏東縣,5755
2024,彰化縣,彰化縣,1002785
2024,彰化縣,新北市,141034
2024,彰化縣,新竹市,10337
2024,彰化縣,新竹縣,11135
2024,彰化縣,桃園市,51144
2024,彰化縣,澎湖縣,1431
2024,彰化縣,臺中市,205444
2024,彰化縣,臺北市,76173
2024,彰化縣,臺南市,20327
2024,彰化縣,臺東縣,4127
2024,彰化縣,花蓮縣,3952
2024,彰化縣,苗栗縣,7654
2024,彰化縣,連江縣,316
2024,彰化縣,金門縣,2900
2024,彰化縣,雲林縣,21579
2024,彰化縣,高雄市,33642
2024,新北市,南投縣,6477
2024,新北市,嘉義市,4221
2024,新北市,嘉義縣,9848
2024,新北市,基隆市,39207
2024,新北市,宜蘭縣,18165
2024,新北市,屏東縣,7943
2024,新北市,彰化縣,15608
